FeatureIdx,FeatureName,Importance_Score,T1RF,T1RS,T2RF,T2RS,T3RF,T3RS,T4RF,T4RS,T5RF,T5RS
0,age,1.0,324081,0.43494510650634766,202336,0.4276874363422394,168993,0.42188647389411926,188363,0.41541561484336853,255716,0.408660888671875
23103,cg01338084,0.5229378938674927,188323,0.3600623607635498,333130,0.3511697053909302,216750,0.32620561122894287,190960,0.32305535674095154,254177,0.3226013481616974
321592,cg21946667,0.46557387709617615,228295,0.5205397605895996,52749,0.516586184501648,383283,0.5107981562614441,27331,0.5076155066490173,192856,0.5069819688796997
125332,cg07804728,0.42288511991500854,162369,0.24647638201713562,207183,0.24608126282691956,206277,0.23116324841976166,334739,0.2307956963777542,164119,0.22925762832164764
306238,cg20716209,0.3924960494041443,102571,0.2600802183151245,91530,0.24384930729866028,124276,0.24048879742622375,207940,0.23621731996536255,89564,0.23443540930747986
311575,cg21155100,0.36869290471076965,277029,0.5118680596351624,289520,0.506036639213562,7046,0.5003235936164856,86026,0.4880695343017578,169150,0.4833858013153076
381261,cg26484108,0.3484537601470947,184604,0.3965570628643036,218336,0.24103862047195435,372989,0.23694099485874176,86348,0.23320618271827698,136133,0.22876010835170746
358983,cg24800175,0.33884143829345703,251983,0.27956968545913696,42005,0.2774316370487213,102703,0.2771466374397278,121708,0.27707594633102417,340282,0.27353042364120483
195734,cg12775613,0.3386267125606537,212638,0.24869953095912933,61483,0.23740358650684357,367651,0.23381808400154114,348552,0.23328137397766113,358986,0.229938805103302
388841,cg27009008,0.33008241653442383,289885,0.4636606276035309,193065,0.29156729578971863,359325,0.2863364517688751,390654,0.2850932776927948,249992,0.28313446044921875
162369,cg10334121,0.32734617590904236,334739,0.45061713457107544,164852,0.3694378137588501,371886,0.3273334801197052,351715,0.305314302444458,197820,0.286160945892334
208254,cg13652536,0.32606807351112366,119394,0.28219279646873474,396193,0.28097712993621826,272398,0.27960193157196045,66383,0.279594749212265,294439,0.2784346044063568
83779,cg05091724,0.31237825751304626,97644,0.44706037640571594,261740,0.32401221990585327,187945,0.24462482333183289,228636,0.23829737305641174,103845,0.2338787466287613
387489,cg26916609,0.307434618473053,105566,0.42444199323654175,248789,0.37375450134277344,14058,0.31162720918655396,151371,0.3014371395111084,66652,0.2374175637960434
121771,cg07567630,0.30641457438468933,116107,0.3672914206981659,200105,0.3601309657096863,37916,0.35822418332099915,365882,0.3520291745662689,284104,0.35087984800338745
92034,cg05634428,0.2997775077819824,117073,0.6151425838470459,312556,0.32402756810188293,112699,0.2962520718574524,17817,0.2875286638736725,81355,0.28040361404418945
223668,cg14555481,0.2898348867893219,10937,0.30204305052757263,98225,0.29988768696784973,115495,0.28437328338623047,12952,0.28007468581199646,340156,0.27799317240715027
14953,cg00855396,0.2875904440879822,345424,0.2561449408531189,102078,0.2503804862499237,365498,0.2470524162054062,8572,0.24408189952373505,194774,0.24313722550868988
327044,cg22407458,0.28092244267463684,365478,0.850318193435669,79237,0.4966811537742615,317924,0.4927746653556824,8666,0.44632038474082947,120109,0.4411470293998718
345912,cg23843090,0.26853805780410767,185366,0.5208541750907898,376471,0.5141669511795044,32036,0.50899738073349,100232,0.5068610310554504,204607,0.5058521628379822
345924,cg23843812,0.26138409972190857,48872,0.4896407127380371,180409,0.45038339495658875,276727,0.4357394576072693,143575,0.4354551136493683,118521,0.4353604316711426
167319,cg10678486,0.25702372193336487,143364,0.560582160949707,261722,0.5546554923057556,201554,0.5481077432632446,147047,0.5469101071357727,166723,0.5461575984954834
254994,cg16803707,0.2505132257938385,40508,0.5033603310585022,245180,0.5018540620803833,316102,0.5009124875068665,138262,0.4992806315422058,199906,0.4978346824645996
332598,cg22850234,0.24826765060424805,121574,0.27179697155952454,343149,0.26715871691703796,135666,0.258678674697876,286891,0.25236108899116516,276778,0.24907615780830383
394475,cg27413732,0.24227634072303772,270934,0.4631696045398712,129601,0.4549209773540497,84860,0.44781404733657837,315592,0.44547542929649353,196388,0.44337207078933716
126417,cg07877257,0.2399340271949768,331014,0.8662219643592834,391831,0.6621875762939453,300267,0.22337035834789276,282462,0.21535108983516693,138515,0.20670031011104584
334739,cg23008404,0.23979145288467407,162369,0.45061713457107544,197820,0.3333247900009155,371886,0.26074808835983276,164852,0.2480078935623169,89859,0.2400960773229599
363584,cg25141069,0.23828117549419403,202301,0.49993398785591125,237064,0.48063769936561584,313993,0.4667890667915344,67031,0.4606889486312866,393929,0.46042153239250183
334889,cg23018039,0.22841393947601318,327455,0.24485959112644196,230818,0.23720893263816833,91325,0.23652134835720062,58211,0.2361050397157669,104949,0.23323848843574524
393604,cg27349795,0.22102011740207672,120949,0.40940237045288086,389450,0.4062705934047699,143441,0.4038456380367279,384657,0.4028022587299347,348693,0.4026619791984558
286473,cg19212550,0.22086623311042786,107602,0.47510847449302673,134768,0.474534273147583,51450,0.46924838423728943,182536,0.4685334861278534,214157,0.46505799889564514
241150,cg15835852,0.2170155644416809,317649,0.33325594663619995,110507,0.32264968752861023,89993,0.31966981291770935,156245,0.3195952773094177,224094,0.31417861580848694
194815,cg12698628,0.21613365411758423,381538,0.9674420952796936,323946,0.9622209072113037,284731,0.9556860327720642,251240,0.9335302710533142,320526,0.9219677448272705
109492,cg06804311,0.21501769125461578,95627,0.5174769163131714,91560,0.515892505645752,390374,0.509151041507721,216907,0.5063320994377136,176920,0.49974435567855835
207183,cg13590117,0.21430666744709015,125332,0.24608126282691956,315272,0.23924386501312256,329823,0.23797042667865753,164852,0.23358698189258575,151273,0.23102568089962006
336146,cg23099959,0.21209506690502167,55357,0.3157367706298828,143441,0.31506556272506714,312794,0.30611759424209595,275341,0.30564284324645996,386972,0.30554407835006714
224064,cg14576951,0.21202702820301056,347459,0.3888542652130127,241031,0.30937615036964417,350291,0.2730489671230316,181389,0.2705017626285553,134451,0.26970958709716797
329823,cg22641350,0.21070705354213715,88938,0.7400690913200378,355245,0.4216664433479309,369608,0.32900452613830566,134314,0.3193848729133606,315272,0.3079756796360016
77941,cg04729491,0.2070433646440506,280683,0.2307245135307312,106573,0.2295922040939331,216898,0.22933220863342285,26268,0.2284783571958542,59618,0.22702357172966003
94084,cg05776408,0.20596081018447876,34727,0.20999173820018768,338210,0.20850764214992523,53184,0.2084224671125412,118747,0.20759230852127075,293788,0.20653094351291656
253784,cg16717723,0.2040829211473465,256856,0.24700959026813507,149592,0.2420257180929184,239343,0.24110160768032074,246918,0.235468789935112,347160,0.2257348597049713
296690,cg19958866,0.20378480851650238,143766,0.28506508469581604,382872,0.2832890748977661,90522,0.2828368842601776,346557,0.27972927689552307,149324,0.2758617103099823
274117,cg18254848,0.20011746883392334,43150,0.33507174253463745,41253,0.33002763986587524,325013,0.3270593285560608,285012,0.3255138397216797,286721,0.3250848948955536
365113,cg25267304,0.1989816129207611,35913,0.21011267602443695,236655,0.2066585272550583,201938,0.20477665960788727,172691,0.2043902724981308,378881,0.20423942804336548
187742,cg12161132,0.19027511775493622,164244,0.19940878450870514,298365,0.1933038830757141,300005,0.19020123779773712,162674,0.18576358258724213,149187,0.18256331980228424
324655,cg22209441,0.18773603439331055,17942,0.5066396594047546,6299,0.48994725942611694,346799,0.4873371720314026,156661,0.48490583896636963,228903,0.4807784855365753
94931,cg05835416,0.18700599670410156,128871,0.42400234937667847,196570,0.3951277732849121,227733,0.394854873418808,303643,0.39363226294517517,376832,0.39281341433525085
373939,cg25967419,0.186875119805336,154911,0.2587611973285675,197441,0.24237485229969025,217152,0.24126683175563812,383036,0.23957782983779907,325603,0.2394416183233261
310293,cg21051964,0.18648476898670197,156494,0.399771511554718,72291,0.3444209396839142,132532,0.3390131890773773,380386,0.3320710361003876,228865,0.3315243124961853
209585,cg13726962,0.18568629026412964,363719,0.3145299553871155,262605,0.3063625991344452,102815,0.3061850368976593,37429,0.3050048351287842,189423,0.30214938521385193
361364,cg24977306,0.18362396955490112,10449,0.3669557273387909,350552,0.34812483191490173,66383,0.34513604640960693,333621,0.341558575630188,109556,0.33971041440963745
77579,cg04704634,0.18258118629455566,262605,0.39826586842536926,337857,0.3981671929359436,330286,0.3869418799877167,24619,0.37995386123657227,115081,0.3750981092453003
373072,cg25900150,0.17202243208885193,393929,0.48660677671432495,254544,0.4553821384906769,157471,0.45150575041770935,182524,0.4439750909805298,165730,0.44235166907310486
303260,cg20488820,0.1688717007637024,117457,0.39691150188446045,199391,0.3964769244194031,163442,0.3940833508968353,246953,0.39272356033325195,389939,0.3926011025905609
221026,cg14401897,0.15252140164375305,121643,0.5358566045761108,201567,0.2501615881919861,309648,0.24966081976890564,124964,0.24122074246406555,270135,0.23311050236225128
380946,cg26463399,0.14501608908176422,377584,0.4921223223209381,296979,0.4883185923099518,57853,0.4787302315235138,114397,0.46233734488487244,237235,0.4595620632171631
238517,cg15642666,0.1437007039785385,149863,0.40582188963890076,31009,0.40437081456184387,276593,0.4013153612613678,18005,0.39974328875541687,226491,0.3978210389614105
55374,cg03313126,0.14320994913578033,226414,0.40749797224998474,159021,0.4002321660518646,349777,0.39464157819747925,90777,0.3929985761642456,90480,0.39083197712898254
48084,cg02859511,0.14241564273834229,81505,0.4827611446380615,86931,0.46591246128082275,259272,0.4641364812850952,123593,0.46195417642593384,17129,0.4587457776069641
226777,cg14759472,0.13910487294197083,193583,0.4332929253578186,84297,0.3826169967651367,176523,0.37407922744750977,388716,0.3363257050514221,175936,0.3292788863182068
225115,cg14640772,0.13847729563713074,99434,0.38699355721473694,137526,0.37971192598342896,334474,0.36902299523353577,182723,0.36818525195121765,117780,0.36815932393074036
314657,cg21398280,0.13747279345989227,95512,0.34927088022232056,388370,0.25052642822265625,333968,0.2475782036781311,249693,0.24661803245544434,204064,0.24640165269374847
345779,cg23834228,0.13122737407684326,233829,0.37345510721206665,140249,0.3674948811531067,307876,0.3647933602333069,333483,0.36346834897994995,60000,0.36303749680519104
182202,cg11784305,0.13027095794677734,136841,0.43558022379875183,55149,0.23250967264175415,248420,0.21095706522464752,396151,0.20844070613384247,298302,0.208365797996521
24596,cg01428408,0.12924709916114807,236866,0.23122058808803558,372850,0.21972598135471344,195966,0.21805596351623535,96987,0.21681682765483856,11314,0.2138780951499939
247263,cg16288872,0.12922611832618713,56819,0.2243780642747879,180597,0.2213742882013321,96687,0.22021132707595825,274798,0.2201884686946869,282649,0.21686285734176636
50256,cg02985341,0.12788110971450806,96151,0.2234445959329605,172102,0.22288352251052856,265676,0.21841810643672943,160255,0.21832780539989471,344192,0.2127106487751007
161153,cg10247405,0.12715275585651398,143514,0.5212053060531616,83873,0.5131173133850098,338356,0.5035156011581421,336743,0.5026036500930786,81102,0.4983248710632324
293246,cg19722347,0.12534457445144653,109023,0.3299659192562103,119454,0.32072165608406067,39036,0.3107018768787384,333143,0.30630064010620117,389786,0.30212652683258057
4890,cg00277334,0.12343905121088028,152168,0.4419878125190735,26189,0.27439844608306885,133979,0.20244230329990387,161380,0.2010663002729416,122318,0.19855283200740814
85966,cg05235151,0.11964475363492966,351171,0.35461828112602234,332549,0.3497272729873657,254342,0.34452706575393677,352670,0.3422270715236664,295784,0.3387772738933563
178651,cg11527772,0.11960200220346451,177381,0.26299554109573364,34779,0.2553798258304596,22948,0.25432732701301575,367520,0.24840210378170013,170509,0.24808670580387115
51790,cg03077953,0.11575758457183838,374208,0.5203505754470825,213207,0.4953117370605469,215010,0.4844547510147095,172147,0.48307889699935913,337225,0.47378218173980713
235739,cg15439202,0.11391308903694153,210267,0.2208690196275711,164700,0.21524442732334137,384994,0.213972270488739,353650,0.2114047408103943,213212,0.21122108399868011
35332,cg02083492,0.11073792725801468,376262,0.2723630368709564,374404,0.2704146206378937,271719,0.2682994604110718,117667,0.2673569321632385,310663,0.2650974988937378
79594,cg04836492,0.10860955715179443,264373,0.4819238781929016,14411,0.4289356768131256,274909,0.4110887348651886,288415,0.3496740460395813,382520,0.3389889895915985
230227,cg15004938,0.1060384213924408,23052,0.4803917706012726,235833,0.4629572927951813,75879,0.4629206359386444,276632,0.4601144790649414,248580,0.45804014801979065
391260,cg27180994,0.10391631722450256,66820,0.23015567660331726,236563,0.22127817571163177,249869,0.2162761688232422,374383,0.21626441180706024,393164,0.21607434749603271
152122,cg09622941,0.10254719853401184,7690,0.3679552376270294,274897,0.3643660247325897,273577,0.36351528763771057,61648,0.361573189496994,239274,0.35990646481513977
312325,cg21200382,0.10144057869911194,158468,0.3070901930332184,361617,0.2983214259147644,131284,0.2982797920703888,336060,0.2952946126461029,42005,0.2947140038013458
