FeatureIdx,FeatureName,Importance_Score,T1RF,T1RS,T2RF,T2RS,T3RF,T3RS,T4RF,T4RS,T5RF,T5RS
18588,cg01062443,1.0,cg25072336,0.6957141160964966,cg05948372,0.6538695693016052,cg18001780,0.6476637721061707,cg17501395,0.6462976932525635,cg15565057,0.6457769870758057
394474,cg27413732,0.8671972155570984,cg18038269,0.46316951513290405,cg08092105,0.4549209773540497,cg05163588,0.44781407713890076,cg21478137,0.4454754590988159,cg12822074,0.44337210059165955
51638,cg03068376,0.8133448958396912,cg02229757,0.5964224338531494,cg05656374,0.5950175523757935,cg18143701,0.591751754283905,cg17012665,0.5902608036994934,cg00590761,0.5864951610565186
386712,cg26864230,0.6844483613967896,cg06531379,0.6360865235328674,cg08260398,0.608587920665741,cg16013720,0.5400574207305908,cg21535606,0.5260159969329834,cg20284629,0.5090458989143372
150986,cg09545123,0.6665760278701782,cg04999148,0.5619627237319946,cg11367136,0.5582783818244934,cg17766062,0.5532490611076355,cg13801712,0.5460931062698364,cg25210936,0.5424456596374512
321591,cg21946667,0.5915246605873108,cg14862806,0.5205397009849548,cg03143118,0.5165862441062927,cg26629730,0.5107980966567993,cg01596963,0.5076155662536621,cg12559685,0.5069819688796997
159650,cg10150615,0.24004697799682617,cg13099106,0.7293784618377686,cg05744073,0.7173283696174622,cg11668638,0.7139530777931213,cg02048674,0.7128115892410278,cg23715700,0.7036144733428955
40154,cg02379079,0.2135016918182373,cg17485530,0.6319868564605713,cg05514299,0.592470645904541,cg05879734,0.5891554355621338,cg24030173,0.5860491991043091,cg06185452,0.5834541916847229
140922,cg08848847,0.04821391403675079,cg13067635,0.6020128726959229,cg06385324,0.5939130187034607,cg21829783,0.5790666937828064,cg18001780,0.5745426416397095,cg17306740,0.5720153450965881
286472,cg19212550,0.040857259184122086,cg06688733,0.47510838508605957,cg08431693,0.4745342433452606,cg03057072,0.4692482650279999,cg11803801,0.46853333711624146,cg14002772,0.465057909488678
