class,cg27413732,cg26864230,cg21946667,cg24046864,cg10150615,cg19212550,cg09545123,cg07804728,cg07676859,cg03068376,cg11693709,cg27349795,cg22641350,cg22407458,cg21948655,cg17492891,cg10462643,cg20716209,cg05835416,cg15004938,cg02379079,cg06804311,cg01248426,cg21051964,cg22867629,cg01062443,cg10678486,cg04875128,cg01517148,cg11354603,cg02825728,cg05415871,cg05070626,cg00656478,cg26996201,cg21375869,cg02061431,cg27138727,cg00949670,cg17208530,cg14046414,cg13590117,cg25986322,cg27627006,cg02255700,cg18764516,cg01338084,cg10334121,cg05419984,cg11691214
1.0,0.0898217,0.0506816,0.63326,0.829591,0.0391438,0.826376,0.0433068,0.802142,0.418401,0.0429799,0.7419,0.0290026,0.927986,0.359907,0.855413,0.0135691,0.741594,0.0316082,0.702796,0.79539,0.533505,0.97811,0.679077,0.8773,0.754148,0.147728,0.0272319,0.201264,0.797462,0.499543,0.666374,0.929554,0.0630876,0.865587,0.081454,0.135082,0.0665054,0.025752,0.0278458,0.781906,0.836379,0.813142,0.765749,0.268461,0.0668665,0.0266269,0.221554,0.72322,0.0724875,0.0759056
1.0,0.0433151,0.0392374,0.640344,0.868989,0.0542177,0.895316,0.105958,0.880792,0.490595,0.0346997,0.770947,0.0300123,0.834716,0.366933,0.879631,0.045765,0.767902,0.0461886,0.557288,0.722293,0.613913,0.978283,0.64887,0.872593,0.843564,0.161724,0.0429706,0.386283,0.782509,0.482752,0.758204,0.760213,0.0594023,0.855986,0.0167076,0.144907,0.0771683,0.037882,0.0309332,0.811971,0.828547,0.930261,0.840809,0.478943,0.128342,0.0292081,0.0290103,0.911858,0.0915186,0.073411
1.0,0.0532857,0.0309581,0.578636,0.959297,0.082415,0.593908,0.0677998,0.890489,0.0535312,0.0643553,0.849386,0.0243486,0.957571,0.321797,0.933391,0.0236659,0.914235,0.0170434,0.495706,0.902881,0.704923,0.982349,0.696679,0.937992,0.850871,0.350574,0.0395063,0.0482444,0.924134,0.248386,0.833936,0.958989,0.0894363,0.944788,0.0114183,0.250835,0.0538848,0.0279726,0.0201737,0.834631,0.905911,0.965932,0.880459,0.417468,0.0868923,0.0239101,0.0192965,0.911978,0.0723816,0.129754
1.0,0.0574692,0.0266182,0.744909,0.87217,0.0444379,0.816224,0.0353678,0.928504,0.384418,0.0272636,0.749147,0.0260304,0.938571,0.419081,0.909624,0.0156021,0.844987,0.0734553,0.658062,0.753189,0.531941,0.983335,0.639902,0.929291,0.81679,0.19495,0.0457052,0.296457,0.777399,0.64543,0.654159,0.897023,0.0562639,0.835839,0.0411036,0.13631,0.048924,0.037622,0.0217103,0.775112,0.850334,0.950286,0.804282,0.342367,0.0569753,0.0188803,0.0200918,0.875065,0.0645492,0.0630425
1.0,0.0708839,0.0448133,0.61134,0.88281,0.0660072,0.6123,0.0875084,0.905896,0.0817264,0.150576,0.765074,0.0223737,0.948731,0.198455,0.9059,0.0307597,0.902291,0.023073,0.58453,0.876917,0.706434,0.982847,0.703403,0.922791,0.868008,0.324803,0.0430107,0.0405235,0.934721,0.27228,0.833896,0.958354,0.143691,0.929772,0.0285494,0.231102,0.0426663,0.036117,0.031403,0.802433,0.921677,0.949226,0.896491,0.43956,0.113279,0.0181414,0.017089,0.892854,0.0610361,0.0458578
1.0,0.0534961,0.029503,0.77574,0.86381,0.0293319,0.856484,0.0329985,0.838443,0.573629,0.0319026,0.703459,0.0350175,0.962699,0.35451,0.855991,0.0166463,0.77627,0.0268748,0.604349,0.800999,0.572672,0.977516,0.662585,0.881663,0.78062,0.127348,0.0330349,0.318482,0.793324,0.640473,0.722539,0.955009,0.0772005,0.870461,0.0275957,0.175252,0.0774532,0.0452716,0.0244702,0.737145,0.802564,0.914572,0.751977,0.33261,0.0548941,0.0240243,0.0206511,0.883488,0.0593025,0.0911258
1.0,0.0485444,0.031094,0.801878,0.877589,0.0821378,0.739164,0.0612317,0.916394,0.629627,0.0404424,0.74059,0.0235726,0.946967,0.552036,0.880878,0.0318923,0.871353,0.0279706,0.532047,0.760093,0.602142,0.980084,0.724289,0.943771,0.80666,0.112234,0.0395049,0.508536,0.852055,0.644098,0.865117,0.955237,0.0235737,0.900373,0.0124258,0.363882,0.125696,0.0384242,0.0261754,0.841356,0.900578,0.948674,0.830648,0.522582,0.0680544,0.0233546,0.0210048,0.909675,0.083872,0.0595493
1.0,0.0809222,0.0612868,0.664005,0.867525,0.05576,0.800054,0.0736498,0.922654,0.505503,0.0467201,0.803265,0.025022,0.935707,0.459534,0.86327,0.0346736,0.858773,0.0413233,0.597007,0.803216,0.587903,0.977047,0.722306,0.791055,0.785315,0.124641,0.0535139,0.393289,0.807961,0.62779,0.777253,0.931132,0.0723874,0.895379,0.0282148,0.165933,0.0924607,0.0466299,0.0329349,0.815289,0.867024,0.949845,0.8382,0.406591,0.0848203,0.0230957,0.0222875,0.906734,0.0600794,0.0760723
1.0,0.0670064,0.0690786,0.616595,0.928678,0.0699022,0.488818,0.0808554,0.91822,0.302654,0.0903417,0.832047,0.0307571,0.950242,0.339785,0.900934,0.0380058,0.905857,0.0313331,0.501058,0.866417,0.660283,0.971125,0.684393,0.941638,0.849057,0.320933,0.0422764,0.161918,0.910805,0.41,0.842305,0.948546,0.102787,0.909873,0.040794,0.30776,0.0518136,0.0569223,0.0296735,0.793784,0.906011,0.937414,0.852679,0.39503,0.0483457,0.0290281,0.197941,0.87086,0.0724053,0.0781222
1.0,0.0684477,0.0330061,0.727835,0.869826,0.035681,0.794245,0.0598275,0.876589,0.460584,0.046123,0.751977,0.0281057,0.790433,0.454107,0.852859,0.0143947,0.830987,0.0399106,0.576818,0.81681,0.625337,0.978525,0.727031,0.812753,0.800447,0.19289,0.0339553,0.339232,0.804028,0.480895,0.839074,0.740644,0.039444,0.850105,0.0541893,0.179756,0.0656776,0.040076,0.0231684,0.73745,0.834727,0.905665,0.806223,0.403745,0.0538688,0.0258036,0.0365606,0.836051,0.0665717,0.0676713
