class,cg21051964,cg15256305,cg17590135,cg00590036,cg10584587,cg04875128,cg03127558,cg05453358,cg20002958,cg01953615,cg03545227,cg00135497,cg14527097,cg15896098,cg08874430,cg03735012,cg07804728,cg23935300,cg14710459,cg03354992,cg26168643,cg15544650,cg12559685,cg02983451,cg08926713,cg15668967,cg07871971,cg09180512,cg10899301,cg01717881,cg08128680,cg21610439,cg18752716,cg03329165,cg03760191,cg23018039,cg27101452,cg14426312,cg19640789,cg26154534,cg16140714,cg05115468,cg26935102,cg14800351,cg26889367,cg02118635,cg22407458,cg13590117,cg11552078,cg11199182,cg17353721,cg00450029,cg11056569,cg19722847,cg12624829,cg05599106,cg22850234,cg15849154,cg19451698,cg08839164,cg23003290,cg24756378,cg15135047,cg05415871,cg00855396,cg25958733,cg26916609,cg02000145,cg16308533,cg03669785
1.0,0.8773,0.116447,0.961918,0.101338,0.819037,0.201264,0.921154,0.917958,0.870345,0.749526,0.155073,0.644755,0.819485,0.0177035,0.0118749,0.347914,0.802142,0.91354,0.801212,0.123509,0.525229,0.099936,0.691721,0.287072,0.782734,0.868514,0.710834,0.984228,0.128432,0.957102,0.0745653,0.811575,0.885103,0.0363761,0.834049,0.932901,0.950925,0.107706,0.96652,0.261936,0.965154,0.0288192,0.474023,0.471406,0.13133,0.021768,0.359907,0.813142,0.19212,0.911481,0.885197,0.523809,0.85048,0.107192,0.0227912,0.120446,0.0319784,0.893377,0.0581391,0.768258,0.120634,0.631276,0.333196,0.929554,0.914523,0.828688,0.957478,0.0312649,0.679498,0.824833
1.0,0.872593,0.12578,0.963411,0.154425,0.890593,0.386283,0.872952,0.897336,0.841997,0.745203,0.174749,0.700624,0.890245,0.213125,0.0134403,0.358986,0.880792,0.922807,0.822716,0.188309,0.514966,0.037041,0.646684,0.286633,0.653982,0.840427,0.683729,0.984327,0.135123,0.96533,0.0160303,0.882836,0.869083,0.067947,0.756144,0.92286,0.973144,0.178095,0.977499,0.130619,0.96703,0.0366641,0.480082,0.49374,0.0192829,0.0162136,0.366933,0.930261,0.373328,0.898984,0.89435,0.851266,0.905945,0.0920058,0.0217636,0.0842496,0.0235299,0.928478,0.0647706,0.834963,0.139505,0.524294,0.242975,0.760213,0.870984,0.775008,0.84704,0.0269467,0.600191,0.84306
1.0,0.937992,0.172886,0.965015,0.118038,0.939017,0.0482444,0.916477,0.820114,0.900457,0.699464,0.125575,0.976158,0.691451,0.0105794,0.00687234,0.127589,0.890489,0.924525,0.882261,0.0650135,0.559964,0.0669926,0.709591,0.156721,0.570938,0.238623,0.734916,0.986382,0.0677665,0.954104,0.0117609,0.780545,0.899306,0.0238386,0.746795,0.95245,0.986126,0.0763089,0.988568,0.170506,0.959297,0.0194781,0.367622,0.555601,0.0109606,0.0154773,0.321797,0.965932,0.229888,0.941871,0.885517,0.928857,0.8633,0.048768,0.0143642,0.0410309,0.0258605,0.919269,0.0240834,0.91084,0.141248,0.887345,0.717143,0.958989,0.932584,0.905008,0.955168,0.0173788,0.756705,0.893562
1.0,0.929291,0.108932,0.964196,0.132875,0.932285,0.296457,0.940686,0.884231,0.88099,0.740472,0.167993,0.738817,0.904083,0.0154955,0.00819201,0.293041,0.928504,0.929889,0.621459,0.130511,0.596429,0.042741,0.824751,0.344323,0.815918,0.894284,0.876567,0.986361,0.141707,0.138182,0.014445,0.851962,0.0955012,0.023867,0.827785,0.94783,0.961391,0.0697072,0.986226,0.31012,0.97191,0.022859,0.487083,0.495437,0.0244853,0.0172801,0.419081,0.950286,0.182187,0.607574,0.914346,0.902306,0.875231,0.122565,0.0269674,0.112229,0.0198926,0.904064,0.071606,0.812188,-0.0429322,0.559051,0.246163,0.897023,0.908222,0.745944,0.960644,0.0361095,0.88024,0.852864
1.0,0.922791,0.0962084,0.948355,0.167987,0.970457,0.0405235,0.849019,0.734654,0.89589,0.729707,0.151773,0.876853,0.918905,0.00770364,0.00860344,-0.016541,0.905896,0.919048,0.832222,0.0567523,0.590673,-0.0040437,0.749583,0.0128535,0.682915,0.26346,0.835032,0.983854,0.104262,0.966637,0.00997556,0.771714,0.887325,0.0234342,0.680073,0.948613,0.975043,0.117224,0.986691,0.11129,0.967971,0.022186,0.44616,0.558771,0.0151366,0.015669,0.198455,0.949226,0.245995,0.910372,0.86872,0.884352,0.857767,0.0820281,0.0196133,0.0484395,0.0218906,0.910465,0.0505005,0.837929,0.0962393,0.893269,0.514583,0.958354,0.929769,0.926767,0.95466,0.0424127,0.930334,0.875069
1.0,0.881663,0.220221,0.96881,0.121143,0.969717,0.318482,0.903561,0.826249,0.840689,0.767996,0.17611,0.711512,0.811215,0.0127285,0.00888548,0.419265,0.838443,0.922001,0.55792,0.129654,0.555729,0.0895242,0.840076,0.376481,0.73136,0.859931,0.83862,0.980111,0.12056,0.954699,0.0196994,0.844141,0.892286,0.0275107,0.809479,0.947129,0.974826,0.0881695,0.985687,0.212191,0.966572,0.0152636,0.482102,0.482905,0.0270305,0.0214262,0.35451,0.914572,0.21356,0.925381,0.849072,0.774258,0.859267,0.0927529,0.0187959,0.101877,0.029658,0.929405,0.0654782,0.791053,0.157172,0.649708,0.256821,0.955009,0.908407,0.934168,0.816304,0.0266127,0.813594,0.842687
1.0,0.943771,0.602732,0.427235,0.108125,0.969474,0.508536,0.93982,0.951056,0.870219,0.78446,0.23712,0.858613,0.889478,0.0170731,0.0107567,0.58413,0.916394,0.913955,0.805961,0.297368,0.783986,0.0480563,0.855104,0.664157,0.857585,0.889876,0.844501,0.981731,0.140663,0.971342,0.0117719,0.874075,0.886896,0.0345925,0.926439,0.934647,0.970854,0.130073,0.986002,0.0920158,0.943538,0.0215967,0.51456,0.636174,0.0144236,0.0180157,0.552036,0.948674,0.26052,0.922486,0.898477,0.794278,0.884701,0.109482,0.021776,0.0842756,0.0257416,0.902249,0.0953911,0.9244,0.115441,0.640515,0.534519,0.955237,0.868891,0.935401,0.830527,0.0291816,0.881031,0.866103
1.0,0.791055,0.338473,0.433566,0.12922,0.935254,0.393289,0.90952,0.942308,0.875922,0.768462,0.221297,0.700197,0.871006,0.0110924,0.0115617,0.384761,0.922654,0.912303,0.853565,0.104106,0.735251,0.0268258,0.642494,0.304877,0.791347,0.836372,0.693165,0.981653,0.137647,0.960499,0.011796,0.837022,0.905296,0.0371893,0.821009,0.930981,0.96092,0.105734,0.978851,0.0645216,0.95608,0.023495,0.460961,0.484607,0.0174361,0.0216899,0.459534,0.949845,0.275766,0.926813,0.897679,0.862166,0.910411,0.102391,0.0203632,0.0892773,0.13684,0.906314,0.07597,0.811137,0.106695,0.670603,0.294269,0.931132,0.851469,0.935404,0.736314,0.0460101,0.642689,0.827505
1.0,0.941638,0.263457,0.425575,0.195027,0.96472,0.161918,0.923182,0.727048,0.87244,0.722,0.16612,0.84904,0.890592,0.013791,0.0109078,0.231215,0.91822,0.892241,0.655697,0.131417,0.557512,0.0881705,0.694957,0.194087,0.745573,0.828723,0.783484,0.984047,0.129087,0.944102,0.0157419,0.796822,0.888607,0.0345366,0.74955,0.952097,0.981637,0.102434,0.985809,0.20857,0.535053,0.0220589,0.366377,0.575797,0.0172703,0.0220098,0.339785,0.937414,0.173366,0.924741,0.87727,0.500034,0.847432,0.0835622,0.0200028,0.048853,0.0308238,0.918129,0.0464557,0.878332,0.114542,0.845481,0.694787,0.948546,0.922736,0.927744,0.946782,0.0218148,0.773274,0.855956
1.0,0.812753,0.326107,0.96877,0.135218,0.934143,0.339232,0.932777,0.926897,0.815445,0.788071,0.182736,0.695008,0.922335,0.0157723,0.0130027,0.360034,0.876589,0.923899,0.85573,0.139986,0.592026,0.122648,0.79338,0.280265,0.783352,0.862942,0.798976,0.985558,0.147769,0.963896,0.0358254,0.866744,0.874562,0.0332219,0.832232,0.935246,0.973879,0.0825767,0.984876,0.177814,0.965907,0.0242273,0.447248,0.501964,0.0505172,0.0267171,0.454107,0.905665,0.195387,0.9153,0.888521,0.664746,0.878717,0.118485,0.0251933,0.098396,0.0275886,0.905862,0.0659535,0.705881,-0.0179663,0.575124,0.284426,0.740644,0.913958,0.902864,0.95876,0.0411559,0.778651,0.856351
1.0,0.925992,0.145458,0.939967,0.212171,0.950871,-0.000280317,0.767392,0.333249,0.827775,0.758478,0.191677,0.865784,0.898691,0.044016,0.00680731,0.051331,0.928568,0.946568,0.586026,0.0530972,0.563366,0.0631313,0.769325,0.116134,0.640054,0.842338,0.847694,0.98736,0.115142,0.955261,0.0117275,0.831593,0.920305,0.0435504,0.702333,0.947327,0.978437,0.0842812,0.986602,0.210379,0.968426,0.0192703,0.3699,0.620834,0.0161939,0.0180693,0.181088,0.93695,0.204551,0.946367,0.915408,0.763173,0.898604,0.0913613,0.0165015,0.183388,0.0507465,0.918279,0.0626005,0.839844,0.102563,0.871437,0.581659,0.950644,0.934428,0.918465,0.957757,0.0252142,0.799899,0.888019
1.0,0.928525,0.224345,0.960063,0.126835,0.942776,0.234897,0.910085,0.984463,0.894273,0.7556,0.186451,0.814112,0.922363,0.0275646,0.00689084,0.511172,0.894744,0.949908,0.916529,0.226466,0.604117,0.0587344,0.906003,0.674556,0.724148,0.333543,0.906843,0.9309,0.125982,0.954503,0.0139379,0.822876,0.909821,0.0314304,0.859545,0.928841,0.978513,0.0857629,0.889822,0.135024,0.880218,0.0223199,0.506178,0.58687,0.0502127,0.0137357,0.350945,0.900285,0.186244,0.945264,0.930349,0.938758,0.902045,0.113783,0.0152602,0.190677,0.0389986,0.910731,0.0593491,0.805909,0.122201,0.596166,0.305906,0.772402,0.920013,0.955762,0.962013,0.0176206,0.908762,0.883116
